"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-5669034","R-MMU-5669034","TNFs bind their physiological receptors","4/362","25/8691",0.16,3.84132596685083,2.96585192790682,0.0187203368789169,0.293865753331835,0.283669241812718,"22163/24099/57916/21943",4
"R-MMU-451927","R-MMU-451927","Interleukin-2 family signaling","5/362","38/8691",0.131578947368421,3.15898517010759,2.78051887862305,0.0197669432959118,0.303242880107738,0.292721002396398,"20849/16184/60504/16185/16186",5
"R-MMU-202424","R-MMU-202424","Downstream TCR signaling","8/362","85/8691",0.0941176470588235,2.25960350991225,2.43282234782755,0.0247940103680977,0.371910155521466,0.359005670593041,"12503/18761/12502/12500/12501/16912/16913/381091",8
"R-MMU-1169408","R-MMU-1169408","ISG15 antiviral mechanism","4/362","28/8691",0.142857142857143,3.42975532754538,2.68457254252462,0.0274902426059686,0.403389429544104,0.389392681306512,"100038882/74153/17858/112419",4
"R-MMU-9607240","R-MMU-9607240","FLT3 Signaling","4/362","29/8691",0.137931034482759,3.31148790245761,2.59925732496848,0.0308740653071748,0.434834465732128,0.419746642164814,"23797/77799/14255/17444",4
"R-MMU-159418","R-MMU-159418","Recycling of bile acids and salts","3/362","17/8691",0.176470588235294,4.23675658108547,2.78479053332125,0.03156576121611,0.434834465732128,0.419746642164814,"11657/16204/76408",3
"R-MMU-9033658","R-MMU-9033658","Blood group systems biosynthesis","3/362","17/8691",0.176470588235294,4.23675658108547,2.78479053332125,0.03156576121611,0.434834465732128,0.419746642164814,"80908/20443/14422",3
"R-MMU-2871796","R-MMU-2871796","FCERI mediated MAPK activation","4/362","30/8691",0.133333333333333,3.20110497237569,2.51759058272597,0.0344923389676088,0.465646576062719,0.449489638335786,"14125/16797/17444/14126",4
"R-MMU-9748784","R-MMU-9748784","Drug ADME","9/362","109/8691",0.0825688073394495,1.98233564803082,2.15152620871677,0.0376714645685299,0.498592913407013,0.481292808419401,"11522/18671/11657/26357/104158/100042295/76408/20519/12780",9
"R-MMU-202733","R-MMU-202733","Cell surface interactions at the vascular wall","9/362","111/8691",0.0810810810810811,1.94661788860684,2.09247508300687,0.041575842777016,0.539686420663188,0.52096045908852,"20339/50915/14061/751864/16069/26367/16411/50934/16149",9
"R-MMU-3214842","R-MMU-3214842","HDMs demethylate histones","5/362","47/8691",0.106382978723404,2.5540731162572,2.22705396094953,0.0447016460481666,0.569313416651178,0.549559461843398,"320332/319152/319153/100041230/326619",5
"R-MMU-5668541","R-MMU-5668541","TNFR2 non-canonical NF-kB pathway","8/362","96/8691",0.0833333333333333,2.00069060773481,2.05532375648795,0.0463216714395319,0.579020892994149,0.558930109572519,"22163/24099/57916/21943/72049/16912/16913/16994",8
"R-MMU-166663","R-MMU-166663","Initial triggering of complement","3/362","20/8691",0.15,3.60124309392265,2.42789045300783,0.0482992366618215,0.584296522829517,0.564022686364867,"50909/12268/12263",3
"R-MMU-163125","R-MMU-163125","Post-translational modification: synthesis of GPI-anchored proteins","7/362","80/8691",0.0875,2.10072513812155,2.06188683757548,0.0484749707828933,0.584296522829517,0.564022686364867,"23833/18488/26367/64931/68404/72373/30060",7
"R-MMU-382556","R-MMU-382556","ABC-family proteins mediated transport","8/362","99/8691",0.0808080808080808,1.94006361962163,1.96108063600493,0.0538226743195476,0.637373774836748,0.615258271538319,"18671/20928/70377/76408/27404/16912/16913/12780",8
"R-MMU-1442490","R-MMU-1442490","Collagen degradation","5/362","50/8691",0.1,2.40082872928177,2.07088404470495,0.0558922988102829,0.650470718912775,0.627900779738024,"17392/17394/665033/71753/94216",5
"R-MMU-9706019","R-MMU-9706019","RHOBTB3 ATPase cycle","2/362","10/8691",0.2,4.80165745856354,2.50758606254964,0.0624070870849975,0.712790019750917,0.688057734465213,"73296/15566",2
"R-MMU-6809371","R-MMU-6809371","Formation of the cornified envelope","7/362","85/8691",0.0823529411764706,1.97715307117322,1.88729215986715,0.0633591128667482,0.712790019750917,0.688057734465213,"16672/16663/16664/16666/16682/268885/20862",7
"R-MMU-70263","R-MMU-70263","Gluconeogenesis","3/362","23/8691",0.130434782608696,3.13151573384578,2.13383459497342,0.068528075428669,0.747820770647999,0.721872993420837,"230163/14447/56857",3
"R-MMU-3214858","R-MMU-3214858","RMTs methylate histone arginines","6/362","70/8691",0.0857142857142857,2.05785319652723,1.8525218651307,0.0706299977893069,0.747820770647999,0.721872993420837,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-983169","R-MMU-983169","Class I MHC mediated antigen processing & presentation","20/362","339/8691",0.0589970501474926,1.41641812936977,1.63042932362813,0.0730593190846836,0.747820770647999,0.721872993420837,"12010/269529/67138/74153/268291/218215/213311/14972/16912/21354/16913/21355/15006/15013/15015/110557/15018/15039/14990/68854",20
"R-MMU-9018519","R-MMU-9018519","Estrogen-dependent gene expression","7/362","88/8691",0.0795454545454545,1.90975012556504,1.78815944625811,0.0734890366422926,0.747820770647999,0.721872993420837,"320332/268527/319152/319153/100041230/326619/12705",7
"R-MMU-1474228","R-MMU-1474228","Degradation of the extracellular matrix","9/362","124/8691",0.0725806451612903,1.74253698093032,1.73613019112981,0.0736189939134125,0.747820770647999,0.721872993420837,"13040/20750/17392/17394/665033/17228/71753/381122/94216",9
"R-MMU-444473","R-MMU-444473","Formyl peptide receptors bind formyl peptides and many other ligands","2/362","11/8691",0.181818181818182,4.36514314414867,2.32813288391996,0.0742281357532088,0.747820770647999,0.721872993420837,"15199/14293",2
"R-MMU-8963901","R-MMU-8963901","Chylomicron remodeling","2/362","11/8691",0.181818181818182,4.36514314414867,2.32813288391996,0.0742281357532088,0.747820770647999,0.721872993420837,"11808/66113",2
"R-MMU-912526","R-MMU-912526","Interleukin receptor SHC signaling","3/362","24/8691",0.125,3.00103591160221,2.04641564705429,0.0759970386968438,0.7543823694172,0.728206918782451,"16184/16185/16186",3
"R-MMU-71291","R-MMU-71291","Metabolism of amino acids and derivatives","15/362","241/8691",0.0622406639004149,1.49429174021687,1.62230035259176,0.0781121198461915,0.764140302843178,0.737626272841992,"227231/98256/209692/70789/56720/75986/30956/21990/15930/434437/11484/209027/11720/16912/16913",15
"R-MMU-977443","R-MMU-977443","GABA receptor activation","5/362","56/8691",0.0892857142857143,2.14359707971586,1.78979636896389,0.0826728195854853,0.765337150134559,0.738781592098701,"14397/14400/432530/14680/236915",5
"R-MMU-1237044","R-MMU-1237044","Erythrocytes take up carbon dioxide and release oxygen","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"12351/20533",2
"R-MMU-1480926","R-MMU-1480926","O2/CO2 exchange in erythrocytes","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"12351/20533",2
"R-MMU-1679131","R-MMU-1679131","Trafficking and processing of endosomal TLR","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"13040/81897",2
"R-MMU-170670","R-MMU-170670","Adenylate cyclase inhibitory pathway","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"432530/14680",2
"R-MMU-71064","R-MMU-71064","Lysine catabolism","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"209692/30956",2
"R-MMU-8983432","R-MMU-8983432","Interleukin-15 signaling","2/362","12/8691",0.166666666666667,4.00138121546961,2.16892573291727,0.0866919879895532,0.765337150134559,0.738781592098701,"16185/16186",2
"R-MMU-109704","R-MMU-109704","PI3K Cascade","4/362","41/8691",0.0975609756097561,2.3422719310066,1.79594124977636,0.0896965246377445,0.765337150134559,0.738781592098701,"14255/80857/81897/14165",4
"R-MMU-194068","R-MMU-194068","Bile acid and bile salt metabolism","4/362","41/8691",0.0975609756097561,2.3422719310066,1.79594124977636,0.0896965246377445,0.765337150134559,0.738781592098701,"13123/11657/16204/76408",4
"R-MMU-9006931","R-MMU-9006931","Signaling by Nuclear Receptors","13/362","208/8691",0.0625,1.50051795580111,1.52315583518647,0.0939596712652179,0.765337150134559,0.738781592098701,"23797/11522/71920/27273/320332/17392/268527/319152/319153/100041230/326619/218772/12705",13
"R-MMU-913531","R-MMU-913531","Interferon Signaling","9/362","131/8691",0.0687022900763359,1.64942431782717,1.56133125931206,0.0958567868532565,0.765337150134559,0.738781592098701,"100038882/231655/20617/74153/17858/15511/193740/22153/112419",9
"R-MMU-112399","R-MMU-112399","IRS-mediated signalling","4/362","42/8691",0.0952380952380952,2.28650355169692,1.74228993841435,0.0960549743409819,0.765337150134559,0.738781592098701,"14255/80857/81897/14165",4
"R-MMU-2299718","R-MMU-2299718","Condensation of Prophase Chromosomes","6/362","76/8691",0.0789473684210526,1.89539110206455,1.63440496140057,0.0962211420312623,0.765337150134559,0.738781592098701,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-3214841","R-MMU-3214841","PKMTs methylate histone lysines","5/362","59/8691",0.0847457627118644,2.0346006180354,1.66230520957848,0.098208202636426,0.765337150134559,0.738781592098701,"320332/319152/319153/100041230/326619",5
"R-MMU-2029481","R-MMU-2029481","FCGR activation","2/362","13/8691",0.153846153846154,3.69358266043349,2.02609545992039,0.0997249247653632,0.765337150134559,0.738781592098701,"12503/12502",2
"R-MMU-3371568","R-MMU-3371568","Attenuation phase","2/362","13/8691",0.153846153846154,3.69358266043349,2.02609545992039,0.0997249247653632,0.765337150134559,0.738781592098701,"15511/193740",2
"R-MMU-392154","R-MMU-392154","Nitric oxide stimulates guanylate cyclase","2/362","13/8691",0.153846153846154,3.69358266043349,2.02609545992039,0.0997249247653632,0.765337150134559,0.738781592098701,"18126/23984",2
"R-MMU-1266695","R-MMU-1266695","Interleukin-7 signaling","3/362","27/8691",0.111111111111111,2.66758747697974,1.80916854281693,0.100396271407574,0.765337150134559,0.738781592098701,"319152/319153/16186",3
"R-MMU-8963899","R-MMU-8963899","Plasma lipoprotein remodeling","3/362","27/8691",0.111111111111111,2.66758747697974,1.80916854281693,0.100396271407574,0.765337150134559,0.738781592098701,"11657/11808/66113",3
"R-MMU-212300","R-MMU-212300","PRC2 methylates histones and DNA","6/362","77/8691",0.0779220779220779,1.87077563320657,1.59998878701188,0.10091112053626,0.765337150134559,0.738781592098701,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-2162123","R-MMU-2162123","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)","2/362","14/8691",0.142857142857143,3.42975532754538,1.89674743138476,0.113258223387506,0.820814662769994,0.792334154003316,"19215/64292",2
"R-MMU-9706369","R-MMU-9706369","Negative regulation of FLT3","2/362","14/8691",0.142857142857143,3.42975532754538,1.89674743138476,0.113258223387506,0.820814662769994,0.792334154003316,"77799/14255",2
"R-MMU-8936459","R-MMU-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","6/362","80/8691",0.075,1.80062154696133,1.49973047074772,0.115685674616055,0.820814662769994,0.792334154003316,"320332/319152/319153/665433/100041230/326619",6
"R-MMU-8939211","R-MMU-8939211","ESR-mediated signaling","10/362","156/8691",0.0641025641025641,1.53899277518062,1.41615641084112,0.115872237214656,0.820814662769994,0.792334154003316,"23797/71920/320332/17392/268527/319152/319153/100041230/326619/12705",10
"R-MMU-9749641","R-MMU-9749641","Aspirin ADME","4/362","45/8691",0.0888888888888889,2.13406998158379,1.59003336915645,0.116342148877282,0.820814662769994,0.792334154003316,"11657/104158/76408/12780",4
"R-MMU-2454202","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling","8/362","118/8691",0.0677966101694915,1.62768049442832,1.43113619987489,0.118678855601646,0.820814662769994,0.792334154003316,"14125/18761/16797/17444/16912/16913/14126/12229",8
"R-MMU-2022090","R-MMU-2022090","Assembly of collagen fibrils and other multimeric structures","4/362","46/8691",0.0869565217391304,2.08767715589719,1.54192825519655,0.123489209905811,0.820814662769994,0.792334154003316,"13040/17392/665033/94216",4
"R-MMU-2428928","R-MMU-2428928","IRS-related events triggered by IGF1R","4/362","46/8691",0.0869565217391304,2.08767715589719,1.54192825519655,0.123489209905811,0.820814662769994,0.792334154003316,"14255/80857/81897/14165",4
"R-MMU-9833482","R-MMU-9833482","PKR-mediated signaling","5/362","64/8691",0.078125,1.87564744475138,1.46574059133724,0.127086554604524,0.820814662769994,0.792334154003316,"100038882/20617/15511/193740/22153",5
"R-MMU-2730905","R-MMU-2730905","Role of LAT2/NTAL/LAB on calcium mobilization","2/362","15/8691",0.133333333333333,3.20110497237569,1.77866580250534,0.127227871041028,0.820814662769994,0.792334154003316,"14125/14126",2
"R-MMU-449836","R-MMU-449836","Other interleukin signaling","2/362","15/8691",0.133333333333333,3.20110497237569,1.77866580250534,0.127227871041028,0.820814662769994,0.792334154003316,"16170/76527",2
"R-MMU-5654219","R-MMU-5654219","Phospholipase C-mediated cascade: FGFR1","2/362","15/8691",0.133333333333333,3.20110497237569,1.77866580250534,0.127227871041028,0.820814662769994,0.792334154003316,"80857/14165",2
"R-MMU-9037629","R-MMU-9037629","Lewis blood group biosynthesis","2/362","15/8691",0.133333333333333,3.20110497237569,1.77866580250534,0.127227871041028,0.820814662769994,0.792334154003316,"20443/14422",2
"R-MMU-352230","R-MMU-352230","Amino acid transport across the plasma membrane","3/362","30/8691",0.1,2.40082872928177,1.60224671749541,0.127474468966321,0.820814662769994,0.792334154003316,"102680/50934/69354",3
"R-MMU-425393","R-MMU-425393","Transport of inorganic cations/anions and amino acids/oligopeptides","7/362","101/8691",0.0693069306930693,1.66394070346261,1.39913989974148,0.127682280875332,0.820814662769994,0.792334154003316,"242607/102680/216225/20533/50934/56643/69354",7
"R-MMU-983705","R-MMU-983705","Signaling by the B Cell Receptor (BCR)","7/362","101/8691",0.0693069306930693,1.66394070346261,1.39913989974148,0.127682280875332,0.820814662769994,0.792334154003316,"12518/12483/12478/15985/16912/16913/12229",7
"R-MMU-2428924","R-MMU-2428924","IGF1R signaling cascade","4/362","47/8691",0.0851063829787234,2.04325849300576,1.49503452240287,0.130818285613499,0.833040969708605,0.80413623430741,"14255/80857/81897/14165",4
"R-MMU-9753281","R-MMU-9753281","Paracetamol ADME","3/362","31/8691",0.0967741935483871,2.32338264124042,1.5387748413847,0.13702389797381,0.851289304463599,0.821751390975388,"26357/76408/12780",3
"R-MMU-2404192","R-MMU-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)","4/362","48/8691",0.0833333333333333,2.00069060773481,1.44929211116453,0.138322833964834,0.851289304463599,0.821751390975388,"14255/80857/81897/14165",4
"R-MMU-74751","R-MMU-74751","Insulin receptor signalling cascade","4/362","48/8691",0.0833333333333333,2.00069060773481,1.44929211116453,0.138322833964834,0.851289304463599,0.821751390975388,"14255/80857/81897/14165",4
"R-MMU-449147","R-MMU-449147","Signaling by Interleukins","16/362","286/8691",0.0559440559440559,1.34312096743036,1.23006810564715,0.140933238420482,0.851289304463599,0.821751390975388,"16182/20849/16184/16170/16068/60504/434341/76527/237310/16160/319152/319153/16185/16912/16913/16186",16
"R-MMU-156584","R-MMU-156584","Cytosolic sulfonation of small molecules","2/362","16/8691",0.125,3.00103591160221,1.67012076144294,0.141574293423796,0.851289304463599,0.821751390975388,"56362/319655",2
"R-MMU-190242","R-MMU-190242","FGFR1 ligand binding and activation","2/362","16/8691",0.125,3.00103591160221,1.67012076144294,0.141574293423796,0.851289304463599,0.821751390975388,"80857/14165",2
"R-MMU-383280","R-MMU-383280","Nuclear Receptor transcription pathway","4/362","49/8691",0.0816326530612245,1.95986018716879,1.40464516936023,0.145996118159774,0.851289304463599,0.821751390975388,"18124/13865/218772/22337",4
"R-MMU-389356","R-MMU-389356","CD28 co-stimulation","3/362","32/8691",0.09375,2.25077693370166,1.47770834314534,0.146808735578038,0.851289304463599,0.821751390975388,"12487/23797/17444",3
"R-MMU-390522","R-MMU-390522","Striated Muscle Contraction","3/362","32/8691",0.09375,2.25077693370166,1.47770834314534,0.146808735578038,0.851289304463599,0.821751390975388,"17996/21916/50876",3
"R-MMU-5673001","R-MMU-5673001","RAF/MAP kinase cascade","15/362","267/8691",0.0561797752808989,1.34878018498976,1.20674636064018,0.146848551305109,0.851289304463599,0.821751390975388,"18761/16184/71920/19415/14255/16797/80857/14165/14586/16185/320484/16912/16913/14585/16186",15
